epoch, wall, LR,training_loss_f,training_loss_e,training_loss,training_O_f_rmse,training_H_f_rmse,training_Li_f_rmse,training_Br_f_rmse,training_psavg_f_rmse,training_e/N_rmse,validation_loss_f,validation_loss_e,validation_loss,validation_O_f_rmse,validation_H_f_rmse,validation_Li_f_rmse,validation_Br_f_rmse,validation_psavg_f_rmse,validation_e/N_rmse
       315, 4818.176,     0.01,       0.00038004,       2.1062e-05,         0.038025,        0.022,       0.0152,       0.0109,       0.0114,       0.0149,      0.00366,       0.00029323,       4.1655e-08,         0.029323,       0.0185,        0.012,       0.0127,       0.0126,       0.0139,      0.00018
       316, 4833.476,     0.01,        0.0003937,       3.8616e-05,         0.039408,       0.0221,       0.0151,       0.0115,       0.0122,       0.0152,      0.00496,       0.00029376,       1.0254e-07,         0.029376,       0.0185,        0.012,       0.0127,       0.0126,       0.0139,     0.000298
       317, 4848.742,     0.01,         0.000415,       1.3517e-05,         0.041514,       0.0232,       0.0161,       0.0109,       0.0117,       0.0155,      0.00293,        0.0002933,       8.4265e-08,          0.02933,       0.0185,        0.012,       0.0126,       0.0126,       0.0139,      0.00021
       318, 4864.007,     0.01,       0.00041567,       2.3524e-05,         0.041591,       0.0222,       0.0156,       0.0117,       0.0133,       0.0157,      0.00387,       0.00029424,       1.6324e-07,         0.029425,       0.0185,        0.012,       0.0127,       0.0126,       0.0139,     0.000351
       319, 4879.259,     0.01,       0.00039207,       1.5141e-05,         0.039222,       0.0219,       0.0152,        0.011,       0.0125,       0.0152,       0.0031,       0.00029453,       3.6795e-08,         0.029453,       0.0185,        0.012,       0.0127,       0.0126,       0.0139,     0.000149
       320, 4894.499,     0.01,       0.00040923,       3.4963e-05,         0.040958,       0.0225,       0.0155,       0.0118,       0.0122,       0.0155,      0.00471,       0.00029444,       7.1679e-07,         0.029445,       0.0185,        0.012,       0.0127,       0.0125,       0.0139,     0.000715
       321, 4909.778,     0.01,       0.00038915,       2.1853e-05,         0.038937,       0.0222,       0.0152,       0.0111,       0.0118,       0.0151,      0.00373,       0.00029334,       8.4281e-07,         0.029335,       0.0184,        0.012,       0.0127,       0.0125,       0.0139,     0.000685
       322, 4925.051,    0.005,       0.00029159,       2.7718e-05,         0.029186,       0.0194,       0.0125,      0.00998,       0.0103,        0.013,       0.0042,       0.00029183,       9.2007e-08,         0.029183,       0.0184,       0.0119,       0.0126,       0.0125,       0.0139,      0.00028
       323, 4940.334,    0.005,        0.0002709,        8.153e-06,         0.027098,       0.0184,       0.0122,      0.00967,       0.0103,       0.0126,      0.00228,        0.0002904,        3.634e-08,          0.02904,       0.0184,       0.0119,       0.0126,       0.0125,       0.0138,     0.000139
       324, 4955.593,    0.005,        0.0002664,       6.9766e-06,         0.026647,       0.0182,       0.0122,      0.00958,       0.0102,       0.0125,       0.0021,         0.000289,       4.2735e-08,           0.0289,       0.0183,       0.0118,       0.0126,       0.0125,       0.0138,     0.000197
       325, 4970.853,    0.005,       0.00027572,       3.7569e-06,         0.027576,       0.0185,       0.0124,       0.0098,       0.0104,       0.0128,      0.00154,       0.00028755,       1.5018e-07,         0.028755,       0.0183,       0.0118,       0.0125,       0.0124,       0.0138,     0.000266
       326, 4986.131,    0.005,       0.00027667,        4.705e-06,         0.027672,       0.0185,       0.0123,      0.00976,       0.0106,       0.0128,      0.00173,       0.00028623,       5.5867e-08,         0.028623,       0.0182,       0.0118,       0.0125,       0.0124,       0.0137,     0.000165
       327, 5001.386,    0.005,       0.00027224,       1.9038e-06,         0.027226,       0.0183,       0.0123,      0.00986,       0.0103,       0.0127,       0.0011,       0.00028566,       3.0008e-08,         0.028566,       0.0182,       0.0118,       0.0125,       0.0124,       0.0137,     0.000144
       328, 5016.647,    0.005,       0.00027035,       3.4458e-06,         0.027039,       0.0182,       0.0122,      0.00969,       0.0105,       0.0126,      0.00148,       0.00028537,       5.0616e-08,         0.028537,       0.0182,       0.0118,       0.0125,       0.0124,       0.0137,     0.000158
       329, 5031.900,    0.005,       0.00028543,       2.6491e-06,         0.028546,       0.0186,       0.0124,       0.0101,        0.011,        0.013,       0.0013,       0.00028455,        3.649e-08,         0.028455,       0.0182,       0.0117,       0.0125,       0.0124,       0.0137,     0.000144
       330, 5047.171,    0.005,       0.00027369,        3.687e-06,         0.027372,       0.0184,       0.0123,      0.00971,       0.0105,       0.0127,      0.00153,       0.00028385,       4.1638e-08,         0.028385,       0.0182,       0.0117,       0.0125,       0.0124,       0.0137,      0.00015
       331, 5062.440,    0.005,        0.0002725,        5.694e-06,         0.027256,       0.0184,       0.0122,      0.00973,       0.0104,       0.0127,       0.0019,       0.00028289,       5.8012e-08,          0.02829,       0.0182,       0.0117,       0.0125,       0.0123,       0.0137,     0.000165
       332, 5077.737,    0.005,       0.00028517,       4.5515e-06,         0.028521,       0.0187,       0.0125,       0.0101,       0.0108,        0.013,       0.0017,       0.00028251,       4.9489e-08,         0.028251,       0.0181,       0.0117,       0.0125,       0.0124,       0.0137,      0.00022
       333, 5092.995,    0.005,       0.00028383,        5.441e-06,         0.028389,       0.0185,       0.0125,       0.0101,       0.0109,        0.013,      0.00185,       0.00028238,       4.0157e-08,         0.028238,       0.0181,       0.0117,       0.0124,       0.0124,       0.0137,     0.000149
       334, 5108.259,    0.005,       0.00028898,       1.1187e-05,          0.02891,       0.0188,       0.0126,         0.01,       0.0109,       0.0131,      0.00267,       0.00028169,       3.5358e-08,          0.02817,       0.0181,       0.0117,       0.0124,       0.0123,       0.0136,     0.000152
       335, 5123.747,    0.005,       0.00028375,       5.0323e-06,          0.02838,       0.0187,       0.0127,      0.00981,       0.0105,       0.0129,      0.00178,       0.00028195,       3.1873e-08,         0.028195,       0.0181,       0.0117,       0.0124,       0.0123,       0.0136,     0.000149
       336, 5139.014,    0.005,       0.00028729,       6.0498e-06,         0.028735,       0.0187,       0.0126,       0.0103,       0.0107,       0.0131,      0.00196,       0.00028163,       4.6452e-08,         0.028163,       0.0181,       0.0116,       0.0124,       0.0124,       0.0136,     0.000195
       337, 5154.269,    0.005,       0.00029194,       8.7373e-06,         0.029203,       0.0191,       0.0128,      0.00998,       0.0105,       0.0131,      0.00236,       0.00028112,       3.3158e-08,         0.028113,       0.0181,       0.0116,       0.0124,       0.0123,       0.0136,     0.000147
       338, 5169.605,    0.005,       0.00027699,       5.0217e-06,         0.027704,       0.0185,       0.0124,      0.00983,       0.0104,       0.0128,      0.00178,       0.00028045,       3.2884e-08,         0.028046,       0.0181,       0.0116,       0.0124,       0.0123,       0.0136,     0.000152
       339, 5184.887,    0.005,       0.00028137,       3.7382e-06,          0.02814,       0.0186,       0.0126,      0.00975,       0.0108,       0.0129,      0.00154,        0.0002782,       3.1664e-08,          0.02782,        0.018,       0.0116,       0.0123,       0.0123,       0.0136,     0.000167
       340, 5200.136,    0.005,       0.00029082,       5.9782e-06,         0.029088,       0.0189,       0.0128,      0.00979,        0.011,       0.0131,      0.00194,        0.0002772,       3.3913e-08,          0.02772,        0.018,       0.0116,       0.0123,       0.0122,       0.0135,     0.000148
       341, 5215.382,    0.005,       0.00029047,        9.204e-06,         0.029056,       0.0191,       0.0128,      0.00989,       0.0105,       0.0131,      0.00239,       0.00027633,       5.5917e-08,         0.027633,        0.018,       0.0116,       0.0123,       0.0122,       0.0135,     0.000224
       342, 5230.629,    0.005,       0.00028643,       9.6478e-06,         0.028653,       0.0188,       0.0126,      0.00985,       0.0107,        0.013,      0.00248,       0.00027658,       4.5132e-08,         0.027658,        0.018,       0.0115,       0.0123,       0.0122,       0.0135,       0.0002
       343, 5245.931,    0.005,       0.00028352,       5.1186e-06,         0.028358,       0.0189,       0.0127,      0.00959,       0.0104,       0.0129,      0.00179,       0.00027665,        4.041e-08,         0.027665,        0.018,       0.0115,       0.0123,       0.0123,       0.0135,     0.000197
       344, 5261.166,    0.005,       0.00028884,       7.0203e-06,         0.028891,       0.0192,       0.0128,      0.00983,       0.0102,        0.013,      0.00211,       0.00027567,       4.3438e-08,         0.027567,        0.018,       0.0115,       0.0122,       0.0122,       0.0135,     0.000188
       345, 5276.441,    0.005,       0.00027684,       4.1305e-06,         0.027688,       0.0185,       0.0124,      0.00984,       0.0105,       0.0128,      0.00162,       0.00027447,       3.1125e-08,         0.027447,        0.018,       0.0115,       0.0122,       0.0122,       0.0135,     0.000165
       346, 5291.715,    0.005,        0.0002772,       1.0278e-05,          0.02773,       0.0186,       0.0124,      0.00977,       0.0103,       0.0128,      0.00256,       0.00027369,       3.3792e-08,         0.027369,       0.0179,       0.0115,       0.0122,       0.0121,       0.0134,     0.000161
       347, 5307.017,    0.005,       0.00031414,       6.1327e-06,          0.03142,       0.0196,       0.0132,       0.0104,       0.0114,       0.0136,      0.00196,        0.0002743,       5.8452e-08,          0.02743,       0.0179,       0.0115,       0.0122,       0.0122,       0.0134,     0.000233
       348, 5322.253,    0.005,       0.00030412,       5.9719e-06,         0.030418,       0.0197,       0.0134,      0.00974,       0.0104,       0.0133,      0.00195,       0.00027422,       5.2411e-08,         0.027422,       0.0179,       0.0115,       0.0122,       0.0121,       0.0135,     0.000222
       349, 5337.523,    0.005,       0.00027519,       3.5861e-06,         0.027523,       0.0185,       0.0124,       0.0096,       0.0104,       0.0127,       0.0015,       0.00027333,       3.0265e-08,         0.027333,       0.0179,       0.0115,       0.0122,       0.0121,       0.0134,     0.000173
       350, 5352.763,    0.005,       0.00027808,       1.0715e-05,         0.027818,       0.0186,       0.0126,      0.00974,       0.0104,       0.0128,      0.00259,       0.00027326,       3.6488e-08,         0.027326,       0.0179,       0.0115,       0.0122,       0.0121,       0.0134,     0.000184
       351, 5368.038,    0.005,       0.00027859,        7.423e-06,         0.027867,       0.0185,       0.0125,      0.00971,       0.0106,       0.0128,      0.00217,       0.00027325,        3.513e-08,         0.027325,       0.0179,       0.0114,       0.0122,       0.0121,       0.0134,     0.000148
       352, 5383.303,    0.005,       0.00029838,       9.9629e-06,         0.029848,       0.0193,       0.0129,      0.00979,       0.0109,       0.0132,      0.00251,       0.00027296,       3.4976e-08,         0.027296,       0.0179,       0.0114,       0.0122,       0.0121,       0.0134,     0.000142
       353, 5398.570,    0.005,       0.00028659,       7.0197e-06,         0.028666,        0.019,       0.0127,      0.00974,       0.0105,        0.013,      0.00211,       0.00027267,       8.6421e-08,         0.027267,       0.0179,       0.0114,       0.0122,       0.0121,       0.0134,     0.000276
       354, 5413.840,    0.005,       0.00028501,       1.1535e-05,         0.028512,        0.019,       0.0126,      0.00988,       0.0102,       0.0129,       0.0027,       0.00027246,       1.7987e-07,         0.027247,       0.0178,       0.0114,       0.0122,       0.0121,       0.0134,     0.000314
