epoch, wall, LR,training_loss_f,training_loss_e,training_loss,training_O_f_rmse,training_H_f_rmse,training_Li_f_rmse,training_Cl_f_rmse,training_psavg_f_rmse,training_e/N_rmse,validation_loss_f,validation_loss_e,validation_loss,validation_O_f_rmse,validation_H_f_rmse,validation_Li_f_rmse,validation_Cl_f_rmse,validation_psavg_f_rmse,validation_e/N_rmse
       618, 11521.024,    0.005,       0.00014552,        4.621e-06,         0.014557,       0.0141,      0.00931,      0.00703,      0.00716,      0.00939,      0.00175,       0.00015667,       2.5488e-08,         0.015667,       0.0138,      0.00888,      0.00843,      0.00857,      0.00992,     0.000131
       619, 11539.617,    0.005,       0.00015568,        4.136e-06,         0.015572,       0.0146,       0.0097,      0.00714,      0.00734,      0.00969,      0.00166,       0.00015646,        2.633e-08,         0.015646,       0.0138,      0.00887,      0.00842,      0.00855,      0.00991,     0.000132
       620, 11558.217,    0.005,        0.0001522,       4.4151e-06,         0.015225,       0.0145,       0.0096,      0.00702,      0.00717,      0.00957,      0.00171,       0.00015604,       2.4468e-08,         0.015604,       0.0138,      0.00886,      0.00841,      0.00856,      0.00991,     0.000126
       621, 11576.836,    0.005,       0.00015405,       4.3467e-06,         0.015409,       0.0143,      0.00957,      0.00726,      0.00762,      0.00969,       0.0017,       0.00015613,       2.4697e-08,         0.015613,       0.0138,      0.00886,       0.0084,      0.00855,       0.0099,     0.000126
       622, 11595.414,    0.005,       0.00015648,       2.4034e-06,          0.01565,       0.0147,      0.00984,      0.00701,      0.00719,      0.00969,      0.00126,       0.00015595,       3.2903e-08,         0.015595,       0.0138,      0.00886,      0.00839,      0.00855,       0.0099,     0.000144
       623, 11613.997,    0.005,       0.00015267,       3.6325e-06,         0.015271,       0.0143,       0.0096,      0.00708,      0.00748,      0.00963,      0.00155,       0.00015608,       3.2282e-08,         0.015608,       0.0138,      0.00886,       0.0084,      0.00856,       0.0099,     0.000145
       624, 11632.571,    0.005,       0.00014729,       5.0908e-06,         0.014734,       0.0141,      0.00933,      0.00703,      0.00741,      0.00946,      0.00183,        0.0001561,       3.5619e-08,          0.01561,       0.0138,      0.00885,       0.0084,      0.00856,       0.0099,     0.000155
       625, 11651.183,    0.005,       0.00014919,       4.2687e-06,         0.014924,       0.0143,      0.00946,      0.00703,      0.00726,       0.0095,      0.00168,       0.00015589,        3.895e-08,         0.015589,       0.0138,      0.00884,      0.00839,      0.00856,      0.00989,     0.000161
       626, 11669.783,    0.005,       0.00015048,       4.6338e-06,         0.015052,       0.0142,      0.00944,      0.00707,      0.00748,      0.00956,      0.00175,       0.00015568,       2.8873e-08,         0.015568,       0.0138,      0.00884,      0.00838,      0.00855,      0.00988,     0.000139
       627, 11688.375,    0.005,       0.00015019,       4.0423e-06,         0.015023,       0.0143,      0.00955,      0.00699,      0.00727,      0.00953,      0.00164,       0.00015551,       4.4669e-08,         0.015552,       0.0138,      0.00884,      0.00838,      0.00855,      0.00988,      0.00017
       628, 11706.956,    0.005,       0.00014333,       2.3543e-06,         0.014335,        0.014,      0.00924,       0.0069,      0.00699,       0.0093,      0.00125,       0.00015543,       2.9182e-08,         0.015543,       0.0138,      0.00883,      0.00838,      0.00856,      0.00988,     0.000138
       629, 11725.537,    0.005,       0.00016117,       3.3749e-06,          0.01612,       0.0146,      0.00981,      0.00732,      0.00793,      0.00992,       0.0015,       0.00015521,       3.0279e-08,         0.015521,       0.0138,      0.00883,      0.00836,      0.00854,      0.00987,     0.000143
       630, 11744.154,    0.005,       0.00015181,       4.9918e-06,         0.015186,       0.0144,      0.00957,      0.00685,      0.00745,      0.00957,      0.00182,       0.00015512,       2.4631e-08,         0.015512,       0.0137,      0.00882,      0.00839,      0.00853,      0.00987,     0.000131
       631, 11762.752,    0.005,       0.00015114,       3.0993e-06,         0.015117,       0.0142,      0.00951,      0.00706,      0.00754,      0.00959,      0.00143,       0.00015468,       2.6616e-08,         0.015468,       0.0137,      0.00881,      0.00837,      0.00851,      0.00986,     0.000133
       632, 11781.373,    0.005,       0.00014772,       3.0235e-06,         0.014775,       0.0141,      0.00939,      0.00713,      0.00726,      0.00947,      0.00141,        0.0001546,       3.1623e-08,          0.01546,       0.0137,      0.00881,      0.00837,      0.00851,      0.00986,     0.000143
       633, 11799.958,    0.005,       0.00014527,        4.924e-06,         0.014532,        0.014,      0.00932,        0.007,      0.00719,      0.00938,       0.0018,       0.00015467,       2.7621e-08,         0.015467,       0.0137,       0.0088,      0.00838,      0.00853,      0.00986,     0.000134
       634, 11818.615,    0.005,        0.0001467,       4.4064e-06,         0.014675,       0.0141,      0.00937,      0.00707,      0.00721,      0.00943,       0.0017,        0.0001545,       4.0014e-08,          0.01545,       0.0137,       0.0088,      0.00836,      0.00852,      0.00985,     0.000162
       635, 11837.242,    0.005,       0.00014715,       4.8622e-06,          0.01472,       0.0141,      0.00933,      0.00706,      0.00729,      0.00945,      0.00179,       0.00015451,        2.779e-08,         0.015451,       0.0137,       0.0088,      0.00837,      0.00853,      0.00986,     0.000135
       636, 11855.819,    0.005,       0.00014946,       3.8083e-06,          0.01495,       0.0143,      0.00946,       0.0069,      0.00736,       0.0095,      0.00159,       0.00015447,       2.7721e-08,         0.015448,       0.0137,       0.0088,      0.00839,      0.00852,      0.00986,     0.000134
       637, 11874.426,    0.005,       0.00015459,       7.3491e-06,         0.015467,       0.0146,      0.00961,      0.00711,      0.00735,      0.00966,      0.00221,       0.00015429,       2.6085e-08,         0.015429,       0.0137,       0.0088,      0.00835,      0.00851,      0.00984,     0.000131
       638, 11893.053,    0.005,        0.0001514,       4.1226e-06,         0.015144,       0.0144,      0.00958,      0.00711,      0.00719,      0.00956,      0.00165,       0.00015408,       3.6662e-08,         0.015408,       0.0137,      0.00879,      0.00836,      0.00851,      0.00984,     0.000157
       639, 11911.664,    0.005,       0.00015222,       5.4881e-06,         0.015227,       0.0144,      0.00961,      0.00707,      0.00721,      0.00958,      0.00191,        0.0001542,       3.2096e-08,          0.01542,       0.0137,      0.00879,      0.00833,      0.00853,      0.00984,     0.000146
       640, 11930.238,    0.005,       0.00014703,       3.3318e-06,         0.014706,       0.0142,      0.00945,      0.00684,       0.0072,      0.00942,      0.00149,       0.00015395,       2.7075e-08,         0.015395,       0.0137,      0.00878,      0.00834,      0.00852,      0.00984,     0.000135
       641, 11948.815,    0.005,       0.00014686,       2.8017e-06,         0.014689,       0.0141,      0.00935,      0.00705,      0.00719,      0.00943,      0.00136,       0.00015357,       2.8739e-08,         0.015358,       0.0137,      0.00878,      0.00833,      0.00848,      0.00982,      0.00014
       642, 11967.405,    0.005,        0.0001525,       2.8903e-06,         0.015253,       0.0144,      0.00953,      0.00707,      0.00743,      0.00961,      0.00138,       0.00015377,       2.3746e-08,         0.015377,       0.0137,      0.00878,      0.00834,      0.00849,      0.00983,     0.000125
       643, 11986.031,    0.005,       0.00014796,       5.9068e-06,         0.014801,       0.0141,      0.00946,        0.007,      0.00736,      0.00948,      0.00198,       0.00015386,       2.5356e-08,         0.015386,       0.0137,      0.00877,      0.00833,      0.00852,      0.00983,     0.000132
       644, 12004.602,    0.005,       0.00015016,       2.9625e-06,         0.015019,       0.0143,      0.00956,      0.00698,      0.00725,      0.00952,       0.0014,       0.00015331,        2.969e-08,         0.015331,       0.0137,      0.00877,      0.00832,      0.00848,      0.00981,     0.000142
       645, 12023.207,    0.005,       0.00014599,       5.4823e-06,         0.014604,       0.0141,      0.00925,       0.0071,      0.00725,      0.00941,      0.00191,       0.00015323,       3.2918e-08,         0.015323,       0.0137,      0.00876,      0.00832,      0.00848,      0.00981,     0.000149
       646, 12041.829,    0.005,       0.00014745,       3.0571e-06,         0.014748,       0.0141,      0.00932,      0.00715,      0.00732,      0.00947,      0.00142,       0.00015293,       2.6327e-08,         0.015293,       0.0137,      0.00876,      0.00832,      0.00846,       0.0098,     0.000132
       647, 12060.453,    0.005,       0.00014878,       8.5186e-06,         0.014887,       0.0141,      0.00931,       0.0072,      0.00754,      0.00953,      0.00237,       0.00015289,       2.8845e-08,         0.015289,       0.0137,      0.00875,      0.00832,      0.00848,       0.0098,     0.000138
       648, 12079.024,    0.005,       0.00015643,       3.6363e-06,         0.015647,       0.0145,      0.00966,      0.00713,      0.00765,      0.00974,      0.00155,       0.00015306,       2.4825e-08,         0.015306,       0.0137,      0.00875,      0.00833,      0.00848,      0.00981,     0.000129
       649, 12097.595,    0.005,       0.00015268,       3.5329e-06,         0.015272,       0.0144,      0.00963,      0.00702,      0.00744,      0.00962,      0.00153,       0.00015281,       2.5055e-08,         0.015281,       0.0137,      0.00875,      0.00832,      0.00846,       0.0098,     0.000127
       650, 12116.194,    0.005,       0.00014409,       2.6089e-06,         0.014411,       0.0141,       0.0093,      0.00679,      0.00713,      0.00932,      0.00131,       0.00015271,       2.7779e-08,         0.015271,       0.0137,      0.00875,      0.00833,      0.00845,       0.0098,     0.000139
       651, 12134.791,    0.005,       0.00015095,       3.7464e-06,         0.015099,       0.0143,      0.00955,      0.00713,      0.00725,      0.00956,      0.00157,        0.0001525,       2.5464e-08,          0.01525,       0.0137,      0.00874,       0.0083,      0.00845,      0.00979,      0.00013
       652, 12153.411,    0.005,       0.00014722,       7.5167e-06,          0.01473,       0.0141,      0.00945,      0.00701,       0.0073,      0.00946,      0.00223,       0.00015229,       2.6755e-08,         0.015229,       0.0136,      0.00874,      0.00829,      0.00845,      0.00978,     0.000129
       653, 12172.040,    0.005,       0.00014898,       2.8072e-06,         0.014901,       0.0143,      0.00954,      0.00688,      0.00719,      0.00947,      0.00136,       0.00015226,        2.502e-08,         0.015226,       0.0136,      0.00873,      0.00831,      0.00844,      0.00978,      0.00013
       654, 12190.615,    0.005,       0.00014593,        4.837e-06,         0.014598,        0.014,      0.00924,      0.00702,      0.00744,      0.00943,      0.00179,       0.00015224,       2.3241e-08,         0.015224,       0.0136,      0.00872,      0.00832,      0.00845,      0.00978,     0.000126
       655, 12209.199,    0.005,       0.00015396,       6.4772e-06,         0.015403,       0.0144,      0.00958,      0.00721,      0.00752,      0.00967,      0.00207,       0.00015216,       2.4412e-08,         0.015216,       0.0136,      0.00872,      0.00833,      0.00843,      0.00978,     0.000127
       656, 12227.811,    0.005,       0.00014185,       3.4797e-06,         0.014189,       0.0138,      0.00915,      0.00703,      0.00712,      0.00929,      0.00152,       0.00015188,       2.6616e-08,         0.015188,       0.0136,      0.00872,      0.00831,      0.00841,      0.00977,     0.000134
       657, 12246.401,    0.005,       0.00015251,       6.7146e-06,         0.015258,       0.0145,      0.00963,      0.00693,      0.00718,      0.00957,      0.00211,       0.00015163,       2.4269e-08,         0.015163,       0.0136,      0.00871,      0.00829,      0.00839,      0.00975,     0.000124
       658, 12264.991,    0.005,       0.00014994,       3.1534e-06,         0.014997,       0.0143,      0.00951,      0.00696,      0.00738,      0.00953,      0.00144,       0.00015188,       3.4188e-08,         0.015188,       0.0136,      0.00871,      0.00832,      0.00839,      0.00976,      0.00015
